n_batch:7270,phase:    train,avg_loss:5.766e-02, avg_error_rate:2.385e+01
n_batch:7275,phase:    train,avg_loss:5.766e-02, avg_error_rate:2.385e+01
n_batch:7280,phase:    train,avg_loss:5.767e-02, avg_error_rate:2.385e+01
n_batch:7285,phase:    train,avg_loss:5.768e-02, avg_error_rate:2.386e+01
n_batch:7290,phase:    train,avg_loss:5.769e-02, avg_error_rate:2.386e+01
n_batch:7295,phase:    train,avg_loss:5.770e-02, avg_error_rate:2.386e+01
n_batch:7300,phase:    train,avg_loss:5.769e-02, avg_error_rate:2.386e+01
n_batch:7305,phase:    train,avg_loss:5.770e-02, avg_error_rate:2.386e+01
n_batch:7310,phase:    train,avg_loss:5.770e-02, avg_error_rate:2.386e+01
n_batch:7315,phase:    train,avg_loss:5.771e-02, avg_error_rate:2.387e+01
n_batch:7320,phase:    train,avg_loss:5.770e-02, avg_error_rate:2.386e+01
n_batch:7325,phase:    train,avg_loss:5.770e-02, avg_error_rate:2.386e+01
n_batch:7330,phase:    train,avg_loss:5.770e-02, avg_error_rate:2.387e+01
n_batch:7335,phase:    train,avg_loss:5.771e-02, avg_error_rate:2.387e+01
n_batch:7340,phase:    train,avg_loss:5.771e-02, avg_error_rate:2.387e+01
n_batch:7345,phase:    train,avg_loss:5.771e-02, avg_error_rate:2.387e+01
n_batch:7350,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7355,phase:    train,avg_loss:5.771e-02, avg_error_rate:2.387e+01
n_batch:7360,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7365,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7370,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7375,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7380,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7385,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7390,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7395,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7400,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7405,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7410,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7415,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7420,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7425,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7430,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7435,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7440,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7445,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7450,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7455,phase:    train,avg_loss:5.772e-02, avg_error_rate:2.387e+01
n_batch:7460,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7465,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7470,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7475,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.388e+01
n_batch:7480,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7485,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7490,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7495,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7500,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7505,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7510,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7515,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7520,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7525,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.387e+01
n_batch:7530,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7535,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.387e+01
n_batch:7540,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7545,phase:    train,avg_loss:5.773e-02, avg_error_rate:2.387e+01
n_batch:7550,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.387e+01
n_batch:7555,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.387e+01
n_batch:7560,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7565,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7570,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7575,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7580,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7585,phase:    train,avg_loss:5.775e-02, avg_error_rate:2.388e+01
n_batch:7590,phase:    train,avg_loss:5.775e-02, avg_error_rate:2.388e+01
n_batch:7595,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7600,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7605,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7610,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7615,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7620,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7625,phase:    train,avg_loss:5.775e-02, avg_error_rate:2.388e+01
n_batch:7630,phase:    train,avg_loss:5.775e-02, avg_error_rate:2.388e+01
n_batch:7635,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7640,phase:    train,avg_loss:5.774e-02, avg_error_rate:2.388e+01
n_batch:7645,phase:    train,avg_loss:5.775e-02, avg_error_rate:2.388e+01
n_batch:7650,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7655,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7660,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7665,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7670,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7675,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7680,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7685,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7690,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7695,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7700,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7705,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7710,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7715,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7720,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7725,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7730,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7735,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7740,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7745,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7750,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7755,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7760,phase:    train,avg_loss:5.776e-02, avg_error_rate:2.388e+01
n_batch:7765,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7770,phase:    train,avg_loss:5.777e-02, avg_error_rate:2.388e+01
n_batch:7775,phase:    train,avg_loss:5.778e-02, avg_error_rate:2.388e+01
n_batch:7780,phase:    train,avg_loss:5.778e-02, avg_error_rate:2.388e+01
n_batch:7785,phase:    train,avg_loss:5.779e-02, avg_error_rate:2.389e+01
n_batch:7790,phase:    train,avg_loss:5.779e-02, avg_error_rate:2.389e+01
n_batch:7795,phase:    train,avg_loss:5.779e-02, avg_error_rate:2.389e+01
n_batch:7800,phase:    train,avg_loss:5.779e-02, avg_error_rate:2.389e+01
n_batch:7805,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7810,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7815,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7820,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7825,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7830,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7835,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7840,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7845,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7850,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7855,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7860,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7865,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7870,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.389e+01
n_batch:7875,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7880,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7885,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7890,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7895,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7900,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7905,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7910,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7915,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7920,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7925,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7930,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7935,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7940,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7945,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7950,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7955,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7960,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7965,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7970,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:7975,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7980,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7985,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:7990,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:7995,phase:    train,avg_loss:5.780e-02, avg_error_rate:2.389e+01
n_batch:8000,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:8005,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.389e+01
n_batch:8010,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.389e+01
n_batch:8015,phase:    train,avg_loss:5.781e-02, avg_error_rate:2.390e+01
n_batch:8020,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.389e+01
n_batch:8025,phase:    train,avg_loss:5.782e-02, avg_error_rate:2.390e+01
n_batch:8030,phase:    train,avg_loss:5.783e-02, avg_error_rate:2.390e+01
n_batch:8035,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.390e+01
n_batch:8040,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.390e+01
n_batch:8045,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.390e+01
n_batch:8050,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.390e+01
n_batch:8055,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.390e+01
n_batch:8060,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.390e+01
n_batch:8065,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.390e+01
n_batch:8070,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.390e+01
n_batch:8075,phase:    train,avg_loss:5.783e-02, avg_error_rate:2.390e+01
n_batch:8080,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8085,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8090,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.391e+01
n_batch:8095,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8100,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8105,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8110,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8115,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8120,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8125,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8130,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.391e+01
n_batch:8135,phase:    train,avg_loss:5.784e-02, avg_error_rate:2.391e+01
n_batch:8140,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8145,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8150,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8155,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8160,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8165,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8170,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8175,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8180,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8185,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8190,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8195,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8200,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8205,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8210,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8215,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8220,phase:    train,avg_loss:5.785e-02, avg_error_rate:2.391e+01
n_batch:8225,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8230,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8235,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8240,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8245,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8250,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8255,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8260,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8265,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8270,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8275,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8280,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8285,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8290,phase:    train,avg_loss:5.786e-02, avg_error_rate:2.391e+01
n_batch:8295,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8300,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8305,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8310,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8315,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8320,phase:    train,avg_loss:5.787e-02, avg_error_rate:2.391e+01
n_batch:8325,phase:    train,avg_loss:5.788e-02, avg_error_rate:2.391e+01
n_batch:8330,phase:    train,avg_loss:5.788e-02, avg_error_rate:2.392e+01
n_batch:8335,phase:    train,avg_loss:5.789e-02, avg_error_rate:2.392e+01
n_batch:8340,phase:    train,avg_loss:5.789e-02, avg_error_rate:2.391e+01
n_batch:8345,phase:    train,avg_loss:5.789e-02, avg_error_rate:2.391e+01
n_batch:8350,phase:    train,avg_loss:5.790e-02, avg_error_rate:2.392e+01
n_batch:8355,phase:    train,avg_loss:5.791e-02, avg_error_rate:2.392e+01
n_batch:8360,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8365,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8370,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.392e+01
n_batch:8375,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8380,phase:    train,avg_loss:5.793e-02, avg_error_rate:2.393e+01
n_batch:8385,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8390,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.392e+01
n_batch:8395,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8400,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.392e+01
n_batch:8405,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8410,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8415,phase:    train,avg_loss:5.792e-02, avg_error_rate:2.393e+01
n_batch:8420,phase:    train,avg_loss:5.793e-02, avg_error_rate:2.393e+01
n_batch:8425,phase:    train,avg_loss:5.793e-02, avg_error_rate:2.393e+01
n_batch:8430,phase:    train,avg_loss:5.793e-02, avg_error_rate:2.393e+01
n_batch:8435,phase:    train,avg_loss:5.793e-02, avg_error_rate:2.393e+01
n_batch:8440,phase:    train,avg_loss:5.793e-02, avg_error_rate:2.393e+01
n_batch:8445,phase:    train,avg_loss:5.794e-02, avg_error_rate:2.393e+01
n_batch:8450,phase:    train,avg_loss:5.794e-02, avg_error_rate:2.393e+01
n_batch:8455,phase:    train,avg_loss:5.794e-02, avg_error_rate:2.394e+01
n_batch:8460,phase:    train,avg_loss:5.794e-02, avg_error_rate:2.394e+01
n_batch:8465,phase:    train,avg_loss:5.794e-02, avg_error_rate:2.394e+01
n_batch:8470,phase:    train,avg_loss:5.794e-02, avg_error_rate:2.394e+01
n_batch:8475,phase:    train,avg_loss:5.795e-02, avg_error_rate:2.394e+01
n_batch:8480,phase:    train,avg_loss:5.795e-02, avg_error_rate:2.394e+01
n_batch:8485,phase:    train,avg_loss:5.795e-02, avg_error_rate:2.394e+01
n_batch:8490,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8495,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8500,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8505,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8510,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.395e+01
n_batch:8515,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.395e+01
n_batch:8520,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8525,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8530,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8535,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8540,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.395e+01
n_batch:8545,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8550,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8555,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8560,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.395e+01
n_batch:8565,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8570,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8575,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8580,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8585,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8590,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8595,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8600,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8605,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8610,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8615,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8620,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8625,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8630,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8635,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8640,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8645,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8650,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8655,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8660,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8665,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8670,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8675,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8680,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8685,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8690,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8695,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8700,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8705,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8710,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8715,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8720,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8725,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.394e+01
n_batch:8730,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8735,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8740,phase:    train,avg_loss:5.796e-02, avg_error_rate:2.395e+01
n_batch:8745,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8750,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8755,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8760,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8765,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.395e+01
n_batch:8770,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8775,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8780,phase:    train,avg_loss:5.797e-02, avg_error_rate:2.395e+01
n_batch:8785,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.396e+01
n_batch:8790,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.396e+01
n_batch:8795,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.396e+01
n_batch:8800,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.396e+01
n_batch:8805,phase:    train,avg_loss:5.798e-02, avg_error_rate:2.396e+01
n_batch:8810,phase:    train,avg_loss:5.799e-02, avg_error_rate:2.396e+01
n_batch:8815,phase:    train,avg_loss:5.799e-02, avg_error_rate:2.396e+01
n_batch:8820,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8825,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8830,phase:    train,avg_loss:5.799e-02, avg_error_rate:2.396e+01
n_batch:8835,phase:    train,avg_loss:5.799e-02, avg_error_rate:2.396e+01
n_batch:8840,phase:    train,avg_loss:5.799e-02, avg_error_rate:2.396e+01
n_batch:8845,phase:    train,avg_loss:5.799e-02, avg_error_rate:2.396e+01
n_batch:8850,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8855,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8860,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8865,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8870,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8875,phase:    train,avg_loss:5.800e-02, avg_error_rate:2.396e+01
n_batch:8880,phase:    train,avg_loss:5.799e-02, avg_error_rate:2.396e+01
n_batch:8885,phase:    train,avg_loss:5.801e-02, avg_error_rate:2.396e+01
n_batch:8890,phase:    train,avg_loss:5.801e-02, avg_error_rate:2.396e+01
n_batch:8895,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8900,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8905,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8910,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8915,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8920,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8925,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
n_batch:8930,phase:    train,avg_loss:5.802e-02, avg_error_rate:2.397e+01
